"color","display_id","icon","id","image","keywords","name","conversion","pini","pini_class","weight"
"#3ab11a","8439","/static/img/icons/sitc/sitc_61.png","618439",NA,"hats, gloves, scarfs, women, girls, infants, knitted, crocheted, wool, cotton, fiber","Miscellaneous Feminine Outerwear","6209",46.0509,4,50838007932
"#3ab11a","8440","/static/img/icons/sitc/sitc_61.png","618440",NA,NA,"Under garments of textile fabrics, not knitted or crocheted",NA,NA,NA,NA
"#3ab11a","8441","/static/img/icons/sitc/sitc_61.png","618441",NA,"t-shirt, button-down, collared, under garments, textile, fabrics, cotton","Men's Shirts","6205",45.5246,3,12529191233
"#3ab11a","8442","/static/img/icons/sitc/sitc_61.png","618442",NA,"boxers, briefs","Men's Underwear","6207",45.487,3,866424481
"#3ab11a","8443","/static/img/icons/sitc/sitc_61.png","618443",NA,"panties, bra, thong","Women's Underwear","6208",45.2276,3,1069611496
"#3ab11a","8450","/static/img/icons/sitc/sitc_61.png","618450",NA,NA,"Articles of apparel, of textile fabrics, whether or not knitted or crocheted",NA,NA,NA,NA
"#3ab11a","8451","/static/img/icons/sitc/sitc_61.png","618451",NA,"jerseys, pullovers, slip-overs, cardigans, regenerated fibers, knitted, crocheted, wool, cotton, synthetic fibers","Knitted Outerwear","6110",45.4457,3,44724444030
"#3ab11a","8452","/static/img/icons/sitc/sitc_61.png","618452",NA,"suits, dresses","Women's Knitted Outerwear","6104",45.2521,3,13989648515
"#3ab11a","8459","/static/img/icons/sitc/sitc_61.png","618459",NA,"knitted, crocheted, wool, cotton, fibers","Miscellaneous Knitted Outerwear","6112",45.5264,3,67373801405
"#3ab11a","8460","/static/img/icons/sitc/sitc_61.png","618460",NA,NA,"Under-garments, knitted or crocheted",NA,NA,NA,NA
"#3ab11a","8461","/static/img/icons/sitc/sitc_61.png","618461",NA,"panty hose, tights, underwear","Wool Undergarments",NA,42.4783,3,672994201
"#3ab11a","8462","/static/img/icons/sitc/sitc_61.png","618462",NA,"knitted, crocheted, shirts, mens, boys","Cotton Undergarments","6105",46.4783,4,34944806561
"#3ab11a","8463","/static/img/icons/sitc/sitc_61.png","618463",NA,"crocheted, panty hose, tights, men, boy, shirts, women, girls, infants","Synthetic Knitted Undergarments","6115",45.2384,3,24956938560
"#3ab11a","8464","/static/img/icons/sitc/sitc_61.png","618464",NA,"panty hose, tights, underwear","Undergarments of Other Fibres",NA,44.3389,3,1829534041
"#3ab11a","8465","/static/img/icons/sitc/sitc_61.png","618465",NA,"corsets, garters, brassieres, bras, braces, suspenders","Lingerie","6212",45.8347,4,11030031512
"#3ab11a","8470","/static/img/icons/sitc/sitc_61.png","618470",NA,NA,"Clothing accessories, of textile fabrics, nes",NA,NA,NA,NA
"#3ab11a","8471","/static/img/icons/sitc/sitc_61.png","618471",NA,"handkerchiefs, shawls, scarves, mantillas, veils, ties, bow ties, gloves, mittens, stockings, socks","Textile Fabrics Clothing Accessories","6216",45.2604,3,9321528851
"#3ab11a","8472","/static/img/icons/sitc/sitc_61.png","618472",NA,"gloves, mittens, mitts, stockings, socks, elastic, rubberized","Knit Clothing Accessories","6113",45.1674,3,15080994457
"#3ab11a","8480","/static/img/icons/sitc/sitc_61.png","618480",NA,NA,"Articles of apparel, clothing accessories, non-textile, headgear",NA,NA,NA,NA
"#3ab11a","8481","/static/img/icons/sitc/sitc_61.png","618481",NA,"bags, gloves, backpacks, purses, moccasins","Leather Accessories","4203",48.9744,4,9038590926
"#3ab11a","8484","/static/img/icons/sitc/sitc_61.png","618484",NA,"hats, caps","Headgear","6504",43.1522,3,8493150119
"#3ab11a","8510","/static/img/icons/sitc/sitc_61.png","618510",NA,"sneakers, shoes, boots, flip-flops, stilettos, gaiters, leggings, shin-guards","Footwear","6405",43.0731,3,122603264520
"#3ab11a","8997","/static/img/icons/sitc/sitc_61.png","618997",NA,"wickerwork, brooms, paint rollers, brushes, brooms, mops","Basketwork","9603",42.7791,3,9875242174
"#e5b94c",NA,"/static/img/icons/sitc/sitc_70.png","70",NA,NA,"Cereals and vegetable oils",NA,NA,NA,NA
"#e5b94c","0410","/static/img/icons/sitc/sitc_70.png","700410",NA,"grain, cereal","Wheat and meslin, unmilled",NA,NA,NA,NA
"#e5b94c","0411","/static/img/icons/sitc/sitc_70.png","700411",NA,"grain, cereal, pastas","Durum Wheat","1001",44.4113,3,3860785251
"#e5b94c","0412","/static/img/icons/sitc/sitc_70.png","700412",NA,"grain, cereal, spelt, gluten","Miscellaneous Wheat",NA,42.6874,3,34312275996
"#e5b94c","0430","/static/img/icons/sitc/sitc_70.png","700430",NA,"grain, cereal","Unmilled Barley","1003",40.3226,2,7211134346
"#e5b94c","0440","/static/img/icons/sitc/sitc_70.png","700440",NA,"grain, cereal, unmilled","Maize","1005",45.1851,3,27540838216
"#e5b94c","0450","/static/img/icons/sitc/sitc_70.png","700450",NA,"grain, cereal","Cereals, unmilled",NA,NA,NA,NA
"#e5b94c","0480","/static/img/icons/sitc/sitc_70.png","700480",NA,NA,"Cereal, flour or starch preparations of fruits or vegetables",NA,NA,NA,NA
"#e5b94c","0740","/static/img/icons/sitc/sitc_70.png","700740",NA,NA,"Tea and mate",NA,NA,NA,NA
"#e5b94c","0742","/static/img/icons/sitc/sitc_70.png","700742",NA,"Yerba mate","Maté","0903",47.53,4,236051778
"#e5b94c","0813","/static/img/icons/sitc/sitc_70.png","700813",NA,"soybean oilcake, animal feed, groundnuts, cotton seeds, linseed, coconut, colza, palm, oleaginous","Oilcake","2306",47.7709,4,32148872015
"#e5b94c","2200","/static/img/icons/sitc/sitc_70.png","702200",NA,NA,"Oil seeds and oleaginous fruit",NA,NA,NA,NA
"#e5b94c","2222","/static/img/icons/sitc/sitc_70.png","702222",NA,"Soy beans","Soy Beans","1201",45.6799,3,49289645524
"#e5b94c","2224","/static/img/icons/sitc/sitc_70.png","702224",NA,NA,"Sunflower Seeds","1206",42.1247,3,3065378992
"#e5b94c","2226","/static/img/icons/sitc/sitc_70.png","702226",NA,"colza","Rape Seeds","1205",38.96,2,9052912055
"#e5b94c","2230","/static/img/icons/sitc/sitc_70.png","702230",NA,NA,"Seeds and oleaginous fruit, whole or broken, for other fixed oils",NA,NA,NA,NA
"#e5b94c","2234","/static/img/icons/sitc/sitc_70.png","702234",NA,NA,"Linseed","1204",40.3817,2,876847799
"#e5b94c","2238","/static/img/icons/sitc/sitc_70.png","702238",NA,NA,"Miscellaneous Oil Seeds and Fruits",NA,42.6828,3,1400312985
"#e5b94c","2239","/static/img/icons/sitc/sitc_70.png","702239",NA,NA,"Oil Seeds Flour","1208",48.6172,4,1345264786
"#e5b94c","4200","/static/img/icons/sitc/sitc_70.png","704200",NA,NA,"Fixed vegetable oils and fats",NA,NA,NA,NA
"#e5b94c","4230","/static/img/icons/sitc/sitc_70.png","704230",NA,NA,"Fixed vegetable oils, soft, crude refined or purified",NA,NA,NA,NA
"#e5b94c","4232","/static/img/icons/sitc/sitc_70.png","704232",NA,NA,"Soy Bean Oil","1507",48.2151,4,9259057342
"#e5b94c","4234","/static/img/icons/sitc/sitc_70.png","704234",NA,NA,"Peanut Oil","1508",47.6664,4,345354445
"#e5b94c","4236","/static/img/icons/sitc/sitc_70.png","704236",NA,NA,"Sunflower Seed Oil","1512",44.0896,3,8400771901
"#e5b94c","4239","/static/img/icons/sitc/sitc_70.png","704239",NA,NA,"Miscellaneous Vegetable Oils","1514",38.9947,2,6407981956
"#e5b94c","4240","/static/img/icons/sitc/sitc_70.png","704240",NA,NA,"Other fixed vegetable oils, fluid or solid, crude, refined",NA,NA,NA,NA
"#e5b94c","4241","/static/img/icons/sitc/sitc_70.png","704241",NA,NA,"Linseed Oil","1515",40.7323,2,235072542
"#e5b94c","4245","/static/img/icons/sitc/sitc_70.png","704245",NA,NA,"Castor Oil",NA,51.1184,4,846865688
"#e5b94c","4249","/static/img/icons/sitc/sitc_70.png","704249",NA,NA,"Fixed Vegetable Oils",NA,47.7739,4,2227546924
"#e5b94c","4310","/static/img/icons/sitc/sitc_70.png","704310",NA,NA,"Animal and vegetable oils and fats, processed, and waxes",NA,NA,NA,NA
"#e5b94c","4311","/static/img/icons/sitc/sitc_70.png","704311",NA,NA,"Processed Animal and Vegetable Oils","1518",39.9906,2,1597120796
"#e5b94c","5513","/static/img/icons/sitc/sitc_70.png","705513",NA,NA,"Essential Oils","3301",45.9915,4,4734446752
"#cec089",NA,"/static/img/icons/sitc/sitc_71.png","71",NA,NA,"Cotton, rice, soy beans and others",NA,NA,NA,NA
"#cec089","0420","/static/img/icons/sitc/sitc_71.png","710420",NA,"grain, cereal","Rice",NA,NA,NA,NA
"#cec089","0421","/static/img/icons/sitc/sitc_71.png","710421",NA,"grain, cereal","Rice","1006",47.6262,4,1686772293
"#cec089","0422","/static/img/icons/sitc/sitc_71.png","710422",NA,"grain, cereal, broken","Milled Rice",NA,47.9513,4,20222006095
"#cec089","0459","/static/img/icons/sitc/sitc_71.png","710459",NA,"grain, cereal, millet, sorghum","Miscellaneous Unmilled Cereals","1007",46.87,4,4127424305
"#cec089","0577","/static/img/icons/sitc/sitc_71.png","710577",NA,"almonds, walnuts, macadamia, cashew","Nuts","0802",48.5673,4,23798934760
"#cec089","0741","/static/img/icons/sitc/sitc_71.png","710741",NA,"early gray, black, green","Tea","0902",46.5568,4,5573602750
"#cec089","0811","/static/img/icons/sitc/sitc_71.png","710811",NA,NA,"Hay","1214",43.9667,3,3388104740
"#cec089","2221","/static/img/icons/sitc/sitc_71.png","712221",NA,"peanuts","Green Groundnuts","1202",48.68,4,2207606009
"#cec089","2223","/static/img/icons/sitc/sitc_71.png","712223",NA,NA,"Cotton Seeds",NA,44.8982,3,243415362
"#cec089","2225","/static/img/icons/sitc/sitc_71.png","712225",NA,NA,"Sesame Seeds",NA,49.0997,4,2589661889
"#cec089","2235","/static/img/icons/sitc/sitc_71.png","712235",NA,NA,"Castor Oil Seeds",NA,46.6693,4,29120
"#cec089","2630","/static/img/icons/sitc/sitc_71.png","712630",NA,NA,"Cotton",NA,NA,NA,NA
"#cec089","2631","/static/img/icons/sitc/sitc_71.png","712631",NA,NA,"Raw Cotton","5201",49.3553,4,9875148092
"#cec089","2632","/static/img/icons/sitc/sitc_71.png","712632",NA,NA,"Cotton Linters",NA,47.8667,4,87414360
"#cec089","2634","/static/img/icons/sitc/sitc_71.png","712634",NA,NA,"Cotton","5203",50.1888,4,214185741
"#cec089","2640","/static/img/icons/sitc/sitc_71.png","712640",NA,"burlap, fiber","Jute","5303",49.39,4,66145468
"#cec089","2650","/static/img/icons/sitc/sitc_71.png","712650",NA,NA,"Vegetable textile fibres, excluding cotton, jute, and waste",NA,NA,NA,NA
"#cec089","2654","/static/img/icons/sitc/sitc_71.png","712654",NA,NA,"Agave Fibers","5304",49.3914,4,377002
"#cec089","2670","/static/img/icons/sitc/sitc_71.png","712670",NA,NA,"Other man-made fibres suitable for spinning, and waste",NA,NA,NA,NA
"#cec089","2922","/static/img/icons/sitc/sitc_71.png","712922",NA,"resins, lacs, balsams","Natural Gums","1301",47.8938,4,479524064
"#cec089","4233","/static/img/icons/sitc/sitc_71.png","714233",NA,NA,"Cotton Seed Oil",NA,45.98,4,120325957
"#cec089","6545","/static/img/icons/sitc/sitc_71.png","716545",NA,NA,"Jute Woven Fabrics","5310",51.4414,4,125769856
"#b1e21a",NA,"/static/img/icons/sitc/sitc_72.png","72",NA,NA,"Tropical treecrops and flowers",NA,NA,NA,NA
"#b1e21a","0573","/static/img/icons/sitc/sitc_72.png","720573",NA,"plantains, latundan, cavendish","Bananas","0803",46.828,4,9517443605
"#b1e21a","0611","/static/img/icons/sitc/sitc_72.png","720611",NA,"beet, raw, solid","Cane Sugar","1701",47.7374,4,10330568259
"#b1e21a","0720","/static/img/icons/sitc/sitc_72.png","720720",NA,NA,"Cocoa",NA,NA,NA,NA
"#b1e21a","0721","/static/img/icons/sitc/sitc_72.png","720721",NA,"chocolate","Cocoa Beans","1801",52.2741,4,7475903009
"#b1e21a","0722","/static/img/icons/sitc/sitc_72.png","720722",NA,NA,"Unsweetened Cocoa Powder","1805",42.7381,3,1988415577
"#b1e21a","0723","/static/img/icons/sitc/sitc_72.png","720723",NA,"paste, lotion, healing","Cocoa Butter","1803",48.628,4,8160022103
"#b1e21a","2231","/static/img/icons/sitc/sitc_72.png","722231",NA,NA,"Copra","1203",46.6534,4,75922278
"#b1e21a","2232","/static/img/icons/sitc/sitc_72.png","722232",NA,NA,"Palm Nuts and Kernels","1207",44.2288,3,179645
"#b1e21a","2320","/static/img/icons/sitc/sitc_72.png","722320",NA,"latex, gums, pre-vulcanized, balata, gutta-percha","Natural Rubber","4001",45.188,3,13225300436
"#b1e21a","2659","/static/img/icons/sitc/sitc_72.png","722659",NA,NA,"Miscellaneous Vegetable Textile Fibres","5305",45.4855,3,18693378
"#b1e21a","2925","/static/img/icons/sitc/sitc_72.png","722925",NA,NA,"Planting Seeds and Spores","1209",42.3636,3,6303413653
"#b1e21a","2926","/static/img/icons/sitc/sitc_72.png","722926",NA,"bulbs, tubers, corms","Live Plants","0601",41.0662,2,9441705233
"#b1e21a","2927","/static/img/icons/sitc/sitc_72.png","722927",NA,"roses, lilies, tulips, pansies","Flowers","0604",45.8562,4,8944922424
"#b1e21a","4242","/static/img/icons/sitc/sitc_72.png","724242",NA,"mesocarp, processed foods","Palm Oil","1511",44.2997,3,28357605863
"#b1e21a","4243","/static/img/icons/sitc/sitc_72.png","724243",NA,"copra","Coconut Oil","1513",47.2633,4,2830534590
"#b1e21a","4244","/static/img/icons/sitc/sitc_72.png","724244",NA,NA,"Palm Kernel Oil",NA,44.7683,3,2608581481
"#b1e21a","4314","/static/img/icons/sitc/sitc_72.png","724314",NA,NA,"Waxes","1521",50.6261,4,335745865
"#998f34",NA,"/static/img/icons/sitc/sitc_73.png","73",NA,NA,"Tobacco",NA,NA,NA,NA
"#998f34","1210","/static/img/icons/sitc/sitc_73.png","731210",NA,NA,"Tobacco unmanufactured; tobacco refuse",NA,NA,NA,NA
"#998f34","1211","/static/img/icons/sitc/sitc_73.png","731211",NA,NA,"Unstripped Tobacco","2401",45.2285,3,1849090925
"#998f34","1212","/static/img/icons/sitc/sitc_73.png","731212",NA,NA,"Stripped Tobacco",NA,50.1017,4,8757513413
"#998f34","1213","/static/img/icons/sitc/sitc_73.png","731213",NA,NA,"Tobacco Refuse",NA,50.1621,4,273516781
"#998f34","1220","/static/img/icons/sitc/sitc_73.png","731220",NA,NA,"Manufactured tobacco",NA,NA,NA,NA
"#998f34","1222","/static/img/icons/sitc/sitc_73.png","731222",NA,NA,"Cigarretes",NA,40.1981,2,20361693473
"#998f34","1223","/static/img/icons/sitc/sitc_73.png","731223",NA,"snuff, extracts, essences, chaw, chew, cigars, cheroots, cigarillos, cigarettes","Tobacco Substitutes","2403",41.5736,2,4926244193
"#998f34","2655","/static/img/icons/sitc/sitc_73.png","732655",NA,NA,"Manila Hemp",NA,46.9818,4,6181142
"#f4a519",NA,"/static/img/icons/sitc/sitc_74.png","74",NA,NA,"Fruit",NA,NA,NA,NA
"#f4a519","0571","/static/img/icons/sitc/sitc_74.png","740571",NA,"mandarins, clementines, tangerines, tangelos","Oranges","0805",47.7612,4,8780045944
"#f4a519","0572","/static/img/icons/sitc/sitc_74.png","740572",NA,"lemons, limes, grapefruits","Miscellaneous Citrus",NA,46.2984,4,3631485104
"#f4a519","0574","/static/img/icons/sitc/sitc_74.png","740574",NA,NA,"Apples","0808",43.7458,3,6595430666
"#f4a519","0575","/static/img/icons/sitc/sitc_74.png","740575",NA,"fruit","Grapes and Raisins","0806",47.0344,4,8936691045
"#e0902f",NA,"/static/img/icons/sitc/sitc_75.png","75",NA,NA,"Misc Agriculture",NA,NA,NA,NA
"#e0902f","0452","/static/img/icons/sitc/sitc_75.png","750452",NA,"grain, cereal","Unmilled Oats","1004",37.0626,1,746660727
"#e0902f","0460","/static/img/icons/sitc/sitc_75.png","750460",NA,"meslin, meal, grain, cereal","Wheat Flour","1103",46.2819,4,5176496438
"#e0902f","0470","/static/img/icons/sitc/sitc_75.png","750470",NA,"meal","Non-Wheat Cereal Flour","1102",43.4712,3,1269053988
"#e0902f","0481","/static/img/icons/sitc/sitc_75.png","750481",NA,"roasted, puffed","Miscellaneous Cereal Grains","1104",40.2843,2,5927463538
"#e0902f","0482","/static/img/icons/sitc/sitc_75.png","750482",NA,NA,"Malt","1107",43.4817,3,3417043726
"#e0902f","0488","/static/img/icons/sitc/sitc_75.png","750488",NA,"beer, grain, cereal, syrup","Malt Extract","1901",39.7902,2,18316349019
"#e0902f","0541","/static/img/icons/sitc/sitc_75.png","750541",NA,NA,"Potatoes","0701",46.9884,4,3399773142
"#e0902f","0542","/static/img/icons/sitc/sitc_75.png","750542",NA,"beans, chickpeas, frijoles, peas","Legumes","0713",49.1824,4,9777809444
"#e0902f","0544","/static/img/icons/sitc/sitc_75.png","750544",NA,"vegetables","Tomatoes","0702",46.9745,4,8302289132
"#e0902f","0548","/static/img/icons/sitc/sitc_75.png","750548",NA,NA,"Miscellaneous Root and Tuber Vegetables","1210",45.3639,3,4094721921
"#e0902f","0576","/static/img/icons/sitc/sitc_75.png","750576",NA,NA,"Figs",NA,47.275,4,422587360
"#e0902f","0582","/static/img/icons/sitc/sitc_75.png","750582",NA,"peel","Fruit Preserved by Sugar","2006",40.8789,2,662255406
"#e0902f","0612","/static/img/icons/sitc/sitc_75.png","750612",NA,NA,"Refined Sugars",NA,44.2165,3,11067272217
"#e0902f","0615","/static/img/icons/sitc/sitc_75.png","750615",NA,NA,"Molasses","1703",48.5265,4,826639390
"#e0902f","0710","/static/img/icons/sitc/sitc_75.png","750710",NA,NA,"Coffee and coffee substitutes",NA,NA,NA,NA
"#e0902f","0711","/static/img/icons/sitc/sitc_75.png","750711",NA,"green, roasted, substitutes, husks, skins","Coffee","0901",49.2795,4,28911284344
"#e0902f","0750","/static/img/icons/sitc/sitc_75.png","750750",NA,NA,"Spices",NA,NA,NA,NA
"#e0902f","0751","/static/img/icons/sitc/sitc_75.png","750751",NA,"Spices","Pepper","0904",48.3508,4,4985681066
"#e0902f","0752","/static/img/icons/sitc/sitc_75.png","750752",NA,"oregano, cardamon, cloves, tarragon, cumin","Spices","0908",45.6869,3,4596352069
"#e0902f","0812","/static/img/icons/sitc/sitc_75.png","750812",NA,"sharps, maize, rice","Bran and Other Cereals Residues","2302",47.7307,4,1948776746
"#e0902f","2440","/static/img/icons/sitc/sitc_75.png","752440",NA,NA,"Raw Cork","4502",43.0547,3,179649645
"#e0902f","2923","/static/img/icons/sitc/sitc_75.png","752923",NA,NA,"Vegetable Plaiting Materials","1401",44.6881,3,167902711
"#e0902f","2924","/static/img/icons/sitc/sitc_75.png","752924",NA,"plants, amazon","Pharmaceutical Flora","1211",47.3539,4,2888656755
"#e0902f","2929","/static/img/icons/sitc/sitc_75.png","752929",NA,"saps, extracts, padding, stuffing, brushes, brooms","Miscellaneous Vegetable Origin Materials","1302",45.9511,4,4426044863
"#4da09c",NA,"/static/img/icons/sitc/sitc_80.png","80",NA,NA,"Fish & Seafood",NA,NA,NA,NA
"#4da09c","0140","/static/img/icons/sitc/sitc_80.png","800140",NA,NA,"Preserved fish",NA,NA,NA,NA
"#4da09c","0340","/static/img/icons/sitc/sitc_80.png","800340",NA,NA,"Fish",NA,NA,NA,NA
"#4da09c","0341","/static/img/icons/sitc/sitc_80.png","800341",NA,NA,"Fresh Fish","0301",42.8603,3,18425682241
"#4da09c","0342","/static/img/icons/sitc/sitc_80.png","800342",NA,NA,"Frozen Fish","0303",44.752,3,18860233004
"#4da09c","0343","/static/img/icons/sitc/sitc_80.png","800343",NA,NA,"Fish fillets","0304",49.9404,4,4322442244
"#4da09c","0344","/static/img/icons/sitc/sitc_80.png","800344",NA,"cod, salmon, haddock, herring, redfish, bass, trout, tilapia","Frozen Fish Fillets",NA,46.8587,4,12289207633
"#4da09c","0350","/static/img/icons/sitc/sitc_80.png","800350",NA,"salted","Fish, preserved","0305",41.9745,2,5225049216
"#4da09c","0360","/static/img/icons/sitc/sitc_80.png","800360",NA,"crab, lobster, shrimp, snail, mussel, squid, scallop","Crustaceans and Molluscs","0306",46.8708,4,32754300119
"#4da09c","0370","/static/img/icons/sitc/sitc_80.png","800370",NA,NA,"Fish, crustaceans and molluscs, misc",NA,NA,NA,NA
"#4da09c","0371","/static/img/icons/sitc/sitc_80.png","800371",NA,NA,"Miscellaneous Fish","1604",45.0018,3,14117424941
"#4da09c","0372","/static/img/icons/sitc/sitc_80.png","800372",NA,"crab, lobster, shrimp, snail, mussel, squid, scallop","Crustaceans and molluscs, misc","1605",43.0547,3,9574002906
"#4da09c","0814","/static/img/icons/sitc/sitc_80.png","800814",NA,"meals, animal feed","Inedible Flours of Meat and Fish","2301",51.4401,4,5475274911
"#4da09c","2911","/static/img/icons/sitc/sitc_80.png","802911",NA,"corals, shells, tortoise shell","Bones, Ivory and Horns","0506",45.9491,4,649207315
"#4da09c","4110","/static/img/icons/sitc/sitc_80.png","804110",NA,NA,"Animal oils and fats",NA,NA,NA,NA
"#4da09c","4111","/static/img/icons/sitc/sitc_80.png","804111",NA,NA,"Fat and Oils of Marine Animals","1504",50.4489,4,1734490829
"#ffe999",NA,"/static/img/icons/sitc/sitc_81.png","81",NA,NA,"Meat and eggs",NA,NA,NA,NA
"#ffe999","0011","/static/img/icons/sitc/sitc_81.png","810011",NA,"cattle, buffalo, bison, cow, bull, ox, bull","Bovine","0102",41.1113,2,8078089256
"#ffe999","0012","/static/img/icons/sitc/sitc_81.png","810012",NA,"ram, ewe, lamb, wether, bellwether","Sheep and goat","0104",47.4731,4,1524546453
"#ffe999","0013","/static/img/icons/sitc/sitc_81.png","810013",NA,"pig","Swine","0103",37.1723,1,3854077262
"#ffe999","0014","/static/img/icons/sitc/sitc_81.png","810014",NA,"chicken, fowl, turkey, duck, geese","Poultry","0105",38.7433,2,2819086008
"#ffe999","0015","/static/img/icons/sitc/sitc_81.png","810015",NA,"horse, zebra, ass, donkey","Equine","0101",38.7232,2,2463993833
"#ffe999","0019","/static/img/icons/sitc/sitc_81.png","810019",NA,NA,"live animals used for food, misc",NA,NA,NA,NA
"#ffe999","0111","/static/img/icons/sitc/sitc_81.png","810111",NA,"beef, steak, red meat","Bovine meat","0201",44.1871,3,42784807426
"#ffe999","0112","/static/img/icons/sitc/sitc_81.png","810112",NA,"lamb, mutton","Sheep and Goat Meat","0204",41.042,2,6094475751
"#ffe999","0113","/static/img/icons/sitc/sitc_81.png","810113",NA,"ham, pork, bacon","Pig Meat","0203",37.028,1,25302020075
"#ffe999","0114","/static/img/icons/sitc/sitc_81.png","810114",NA,"chicken","Poultry meat","0207",42.994,3,24124267244
"#ffe999","0115","/static/img/icons/sitc/sitc_81.png","810115",NA,NA,"Horse Meat","0205",46.0388,4,381101353
"#ffe999","0116","/static/img/icons/sitc/sitc_81.png","810116",NA,"cow, beef, horse, intestines, bowels, guts, viscera, internal organs","Bovine and Equine Entrails","0206",42.2387,3,7050873565
"#ffe999","0118","/static/img/icons/sitc/sitc_81.png","810118",NA,"beef, poultry, pork","Animal meat, misc","0208",40.5458,2,902316379
"#ffe999","0120","/static/img/icons/sitc/sitc_81.png","810120",NA,"cured, brine, salted, smoked, offal","Preserved meat",NA,NA,NA,NA
"#ffe999","0129","/static/img/icons/sitc/sitc_81.png","810129",NA,"cured, brine, salted, smoked, offal","Preserved meat",NA,42.6144,3,233472336
"#ffe999","0141","/static/img/icons/sitc/sitc_81.png","810141",NA,"juices, blood","Meat and fish extract","1603",43.0251,3,217077869
"#ffe999","0142","/static/img/icons/sitc/sitc_81.png","810142",NA,"wurst, bratwurst, wiener, kielbasa","Sausage","1601",38.1921,1,4397488057
"#ffe999","0149","/static/img/icons/sitc/sitc_81.png","810149",NA,"offal","Miscellaneous Prepared Meats","1602",41.8331,2,15725264481
"#ffe999","0250","/static/img/icons/sitc/sitc_81.png","810250",NA,NA,"Eggs",NA,NA,NA,NA
"#ffe999","0251","/static/img/icons/sitc/sitc_81.png","810251",NA,NA,"Eggs, in shell","0407",42.0955,3,4105455406
"#ffe999","0252","/static/img/icons/sitc/sitc_81.png","810252",NA,NA,"Eggs, Shelled","0408",39.3185,2,954523931
"#ffe999","0616","/static/img/icons/sitc/sitc_81.png","810616",NA,NA,"Honey","0409",45.7165,3,2276055398
"#ffe999","0913","/static/img/icons/sitc/sitc_81.png","810913",NA,"grease, pig, poultry, fat, rendered","Lard","1501",37.5205,1,436657973
"#ffe999","4113","/static/img/icons/sitc/sitc_81.png","814113",NA,NA,"Miscellaneous Animal Oils","0209",42.1594,3,2040500979
"#ffe999","6130","/static/img/icons/sitc/sitc_81.png","816130",NA,NA,"Tanned Furskins","4302",40.7257,2,1989788329
"#ffe999","8483","/static/img/icons/sitc/sitc_81.png","818483",NA,NA,"Fur Clothing","4304",44.4552,3,4117594634
"#8e642e",NA,"/static/img/icons/sitc/sitc_82.png","82",NA,NA,"Animal Fibers",NA,NA,NA,NA
"#8e642e","2680","/static/img/icons/sitc/sitc_82.png","822680",NA,NA,"Wool and other animal hair (excluding tops)",NA,NA,NA,NA
"#8e642e","2681","/static/img/icons/sitc/sitc_82.png","822681",NA,NA,"Greasy Wool","5101",40.4764,2,2844168707
"#8e642e","2682","/static/img/icons/sitc/sitc_82.png","822682",NA,NA,"Degreased Sheep Wool",NA,41.2282,2,925549037
"#8e642e","2683","/static/img/icons/sitc/sitc_82.png","822683",NA,NA,"Fine Animal Hair","5102",44.771,3,272732389
"#8e642e","2685","/static/img/icons/sitc/sitc_82.png","822685",NA,NA,"Coarse Animal Hair","0503",44.7275,3,6659853
"#8e642e","2686","/static/img/icons/sitc/sitc_82.png","822686",NA,NA,"Wood and Animal Hair Waste","5104",45.0716,3,107384024
"#8e642e","2687","/static/img/icons/sitc/sitc_82.png","822687",NA,NA,"Carded Animal Hair","5105",48.1972,4,517551764
"#8e642e","2910","/static/img/icons/sitc/sitc_82.png","822910",NA,NA,"Crude animal materials",NA,NA,NA,NA
"#8e642e","2920","/static/img/icons/sitc/sitc_82.png","822920",NA,NA,"Crude vegetable materials, nes",NA,NA,NA,NA
"#8e642e","6512","/static/img/icons/sitc/sitc_82.png","826512",NA,"sheep, lamb, carded, hair, alpaca","Wool Yarn","5110",44.2544,3,4725128958
"#ffe000",NA,"/static/img/icons/sitc/sitc_83.png","83",NA,NA,"Milk & cheese",NA,NA,NA,NA
"#ffe000","0220","/static/img/icons/sitc/sitc_83.png","830220",NA,"dairy","Milk and cream",NA,NA,NA,NA
"#ffe000","0223","/static/img/icons/sitc/sitc_83.png","830223",NA,"dairy, cream","Milk","0403",39.3547,2,12395783789
"#ffe000","0224","/static/img/icons/sitc/sitc_83.png","830224",NA,"dairy, whey, dry, cream, concentrated, sweetened","Preserved Milk","0404",40.9438,2,20643232278
"#ffe000","0230","/static/img/icons/sitc/sitc_83.png","830230",NA,"dairy, fat","Butter","0405",39.1787,2,6609904048
"#ffe000","0231","/static/img/icons/sitc/sitc_83.png","830231",NA,"dairy","Butter products",NA,NA,NA,NA
"#ffe000","0240","/static/img/icons/sitc/sitc_83.png","830240",NA,"dairy, curds","Cheese","0406",40.1241,2,26550494258
"#ffe000","0451","/static/img/icons/sitc/sitc_83.png","830451",NA,"grain, cereal","Unmilled Rye","1002",37.8073,1,261276357
"#ffe000","2120","/static/img/icons/sitc/sitc_83.png","832120",NA,NA,"Raw Furs","4301",35.351,1,4962487633
"#ffe000","5922","/static/img/icons/sitc/sitc_83.png","835922",NA,"albuminoid substances, casein, caseinates, albumins, albuminates, gelatin, bones, isinglass, protein, hide powder, dextrin, starch, soluble, roasted, prepared","Glues","3505",38.7971,2,20211354293
